大类,地区/小类,子类,地点,学校,活动名,群号,群名称,说明
地区性东方群,海外,东亚,日本 冈山,,,110131283,日本 中国 四国东方群,鸟取/岛根/冈山/广岛/山口/德岛/香川/爱媛/高知
地区性东方群,海外,欧洲,英国,,,1064541587,大博丽颠及北有顶天联合王国,仅限在/曾在英国留学的中国人东方众留学生或者对留学英国有意愿的东方众可以入群，入群后请注明现学校（或梦校）、年级、专业
地区性东方群,海外,欧洲,德国,,,463307156,车车人泛欧分部（确信）,来，泛欧人都可以来
地区性东方群,海外,大洋洲,澳大利亚,,,411096167,Toceania 大洋洲东方project 交流群,基于澳大利亚建立的东方交流群，会组织团建以及与当地爱好者交流，欢迎任何想了解的朋友入群
地区性东方群,海外,东南亚,缅甸,,,308470765,缅THO-东方咖妖紫,来缅甸THO玩谢谢喵
地区性东方群,全球,,全球,,,638380392,东方华夏乡_Discord附属群,本群是以世界各地华人东方Project同好为主要服务对象的东方华夏乡！Discord：https://discord.gg/touhou-gensokyo-of-china
学校东方群,北京市,,北京市,大兴高校Touhou联合会,,687454272,大兴高校Touhou联合会,欢迎大兴区或各高校的车万人入群（点击图片入群）
学校东方群,北京市,,北京市,中国科学院大学,,720680608,东方工程研究院,
学校东方群,北京市,,北京市,中国社会科学院大学,,362610758,东方社会科学计划 ～ Social Sciences Project,欢迎美味的社科大同好！
学校东方群,北京市,,北京市,北京大学,,176744872,新pku东方大文豪,
学校东方群,北京市,,北京市,中国人民大学,,234637043,Touhou RUC & HSARUC,欢迎水群
学校东方群,北京市,,北京市,北京航空航天大学,,308366970,北航幻想乡,欢迎北航以及非北航车万人加入~外校填系号可以填50
学校东方群,北京市,,北京市,北京师范大学,,794551126,北师东方project,欢迎北师大东方同好加入！
学校东方群,北京市,,北京市,北京理工大学,,139828554,北理黑白东方众聚集地,仅允许北京理工大学学生进入，少量例外，加群请注明年级专业
学校东方群,北京市,,北京市,中国农业大学,,757958170,CAU百草园,表群兼百草园例会群，欢迎本校与外校车车人
学校东方群,北京市,,北京市,中央财经大学,,107472242,中财东方人～DA☆ZE,来一起当发金币的招财猫吧
学校东方群,北京市,,北京市,北京交通大学,,869154481,北交东方同好会,仅允许大学生加入
学校东方群,北京市,,北京市,北京科技大学,,776560160,USTB人里钢铁学院（禁止截图转发）,欢迎校内外的车万人加入，禁止截图转发是neta，无需在意
学校东方群,北京市,,北京市,北京邮电大学,,519336500,北邮东方project群,仅允许北邮学生加入
学校东方群,北京市,,北京市,北京外国语大学,,923733535,魏公村大结界,欢迎北外东方同好加入！
学校东方群,北京市,,北京市,华北电力大学（北京）,,777438965,东方华聚楼 ~ Splendor Pavilion,花店车万速速集合！ 保定传送门：华电车万草丛 434062880
学校东方群,北京市,,北京市,中国地质大学（北京）,,821912454,万车大地京～Gensokyo University of Geosciences,欢迎地大的同好以及外校的车车人 。 友情连接：中国地质大学（武汉）905239537
学校东方群,北京市,,北京市,中国矿业大学（北京）,,499848932,京矿幻想宴⛩️东方玄金谭,欢迎校内外车车人加入！友链：中国矿业大学东方群：691742075
学校东方群,北京市,,北京市,中央民族大学,,533365461,民大越共东物园,
学校东方群,北京市,,北京市,北京工业大学,,786279102,北工大东方众聚集地,
学校东方群,北京市,,北京市,北方工业大学,,427639702,ncut东方众根据地,
学校东方群,北京市,,北京市,北京化工大学,,656060725,荷取化工,
学校东方群,北京市,,北京市,北京林业大学,,305039443,北林东方Project同好会,欢迎北林同好和外校同好来玩！
学校东方群,北京市,,北京市,首都师范大学,,894062832,守都矢范大学·东方PROJECT同好会,主要面向CNU东方众（请与楼上的BNU和首师附东方群进行区分）
学校东方群,北京市,,北京市,北京中医药大学,,975806223,北中医东方Project同好会,欢迎各位北中医同好来玩！（点击图片进入BUCM幻想乡）
学校东方群,北京市,,北京市,北京语言大学,,471631134,北语柠檬批发市场🍋,欢迎北京及周边地区大学的同好加入！
学校东方群,北京市,,北京市,首都经济贸易大学,,591373221,首经贸东方project同好会,欢迎一起来玩0v0【点击校徽加入群聊】
学校东方群,北京市,,北京市,北京服装学院,,619280817,北服东方Project同好会,欢迎各位北服同好加入！
学校东方群,北京市,,北京市,北京印刷学院,,608246332,本居小铃的印刷厂,印苑车万人同好会——据说幻想入之后去给小铃打工的概率更高哦~
学校东方群,北京市,,北京市,北京石油化工学院,,806505346,THPT~北石化的刚欲同盟,欢迎北京石油化工学院的车车人加入群聊。点击图片加入（快来人）
学校东方群,北京市,,北京市,首都师范大学附属中学,,966737378,首都师大附属幻想乡,欢迎首师附各校区在读或毕业的同好加入！没多少人，多来点qaq
学校东方群,北京市,,北京市,中央美术学院,,1093431012,种杨梅树学院东方同好群,欢迎本校校友及美院同好
学校东方群,天津市,,天津市,天津TouHou高校联合,,958023119,天津TouHou高校联合群,（点击头像一键进群）天津东方高校联合，欢迎新老东方众进群闲聊，也方便大家找到自己学校的东方群
学校东方群,天津市,,天津市,南开大学,,274423510,Touhou Project Club of NKU,与天津大学群互为友校群关系，也作为 东方天南宴 的交流群
学校东方群,天津市,,天津市,天津大学,,649907128,天大深夜雀食堂,←点击图片 立即加群；与南开大学群互为友校群关系，南天门一家亲
学校东方群,天津市,,天津市,天津医科大学,,333614763,天津医科大学东方PROJECT交流群——永琳の小诊所,天医车车人速来口牙
学校东方群,天津市,,天津市,天津师范大学,,970780714,天津师范大学东方project交流群——慧音老师开课辣,这下总算不会有想来天师大但是没有群的状况了吧
学校东方群,天津市,,天津市,天津工业大学,,897575996,天工东方同盟会,时有线下活动欢迎大家来玩呀
学校东方群,天津市,,天津市,天津理工大学,,791462036,天津理工东方Project交流群,主要面向天津理工大学同好的交流群
学校东方群,天津市,,天津市,天津工业大学、天津理工大学、天津师范大学：多学校,,415113951,天津西青大学城东方stg,
学校东方群,天津市,,天津市,天津中医药大学,,1187845724,天中医永远停药八亿堂,原群炸了但是还是七十人群主女装啊
学校东方群,天津市,,天津市,天津科技大学,,917400357,天科大东方众学习群,
学校东方群,天津市,,天津市,中国民航大学,,642337196,博丽神社航大分社,欢迎幻想入博丽神社航大分社
学校东方群,天津市,,天津市,天津农学院,,425590199,天农东方project同好群,欢迎天农学子加入东方同好群
学校东方群,天津市,,天津市,天津职业大学,,916088517,天津职业大学东方project交流群一东方噎果子,我们吃煎饼果子只加果子，不加果篦 ，喜欢吃果子的东方众速进
学校东方群,天津市,,天津市,天津职业技术师范大学,,415520021,TUTE幻想乡东方Project同好会,欢迎来到天职师大的东方Project同好群
学校东方群,河北省,,河北省,河北东方高校联合,,629349964,河北东方高校联合,
学校东方群,河北省,,天津市,河北工业大学,,1062463145,河の工作室,欢迎河北工业大学同学加入（河童是你校车万群吉祥物哦）（非常非常感谢群头像的作者水鬼佬（）
学校东方群,河北省,,石家庄市,石家庄铁道大学,,925155991,石铁大越共大本营,
学校东方群,河北省,,石家庄市,河北科技大学,,984178006,牧星湖杯非想天则赛根据地,最新非想天则资源教你成为全人类大佬，各流派私教课让你脱胎换骨。三圈一命，台风蓝刀，空血天手，一压十割，四张鲶鱼，dd逃压，全系统卡，扔C艹人，高飞种树，想当全人类速推全部流程加群主
学校东方群,河北省,,石家庄市,河北地质大学,,980224974,河童地质研究院,点击图片以加群 欢迎东方众校友来玩呀
学校东方群,河北省,,石家庄市,河北经贸大学,,696833582,经贸幻想乡,←点击加入！河北经贸大学&经济管理学院东方project交流群，欢迎大家分享与东方相关逸闻。
学校东方群,河北省,,石家庄市,河北艺术职业学院,,1060053076,河艺东方同好会 ～ 东方梦初醒,←点击加入！河北艺术职业学院东方众的小家 欢迎河艺东方众进群~
学校东方群,河北省,,保定市,河北大学,,790169068,河大车车人根据地,
学校东方群,河北省,,保定市,华北电力大学(保定),,434062880,华电车万草丛,【点击图片加群】这里是华电保定校区的东方同好交流群，欢迎各位车车人来，北京传送门：东方华聚楼 777438965
学校东方群,河北省,,保定市,保定学院,,1004121520,保定学院东方同好会,欢迎保院or保理or保定各高职车万人加入啊。实在是缺人啊，各个学校的车车人都欢迎。
学校东方群,河北省,,唐山市,唐山学院,,226270291,唐山学院间歇泉,←点 击 加 入！ 欢迎唐院or唐师or华理轻工同学加入.（唐院啥时候有天桥啊！--然而这是21年编辑的，现在已经有了）
学校东方群,河北省,,邯郸市,邯郸学院,,793796097,邯郸学院东方同好群,新建立的邯郸学院东方同好群，欢迎各位邯郸学院东方众来玩！邯郸其他高校的东方众也欢迎来玩！
学校东方群,河北省,,秦皇岛市,燕山大学,,906867927,燕大东方Project同好会,欢迎燕大同学加入.
学校东方群,河北省,,唐山市,华北理工大学,,698559903,华理神社,欢迎同学们进来玩.
学校东方群,河北省,,秦皇岛市,东北大学秦皇岛分校,,701980620,东秦月之都,欢迎东秦同学加入.
学校东方群,河北省,,河北省,河北省中学生东方联合会,,679286836,河北省中学生东方联合会,欢迎河北省的全体中学生东方众来玩.
学校东方群,河北省,,廊坊市,北华航天工业学院,,602858852,华航车万,【👈点此加群】东方同好会，欢迎各位华航学子加入，会不定期举行各种活动
学校东方群,河北省,,廊坊市,廊坊师范学院,,1062728428,神隐的廊坊师范学院,这里是廊坊师范学院东方群，欢迎各位校友的加入！
学校东方群,河北省,,石家庄市,石家庄市第二中学,,732157073,石家庄二中幻想乡,
学校东方群,河北省,,保定市,河北保定市第一中学,,522421090,东方同仁丁香,←戳戳姆Q加入群聊～
学校东方群,河北省,,保定市,河北保定市第二中学,,1027564109,保②车万研社,这里是保定二中东方群，欢迎二中的，保定的同好来玩～
学校东方群,河北省,,保定市,保定市爱和城高级中学,,967479731,沉向空中的爱和城,"这里是爱和城中学的东方群, 欢迎同学与同好们来玩～"
学校东方群,河北省,,保定市,河北涞源第一中学,,666178724,东方兴文塔,
学校东方群,河北省,,保定市,河北徐水综合高中,,705646891,综合高中TouHou impart,大概算是徐水区范围内的同好群了
学校东方群,河北省,,邯郸市,邯郸市第一中学,,484545899,幻想乡,这里还蛮大的，欢迎你们过来玩
学校东方群,河北省,,邯郸市,河北省邯郸市武安市第一中学,,737888619,武安一中狱,大部分时间都在学校其实
学校东方群,河北省,,邢台市,太行中学,,937430322,太行の蓬莱树海,这里是一群已经毕业一到两年的东方人创的（目前有的死群）欢迎新人们多多加入，群主可能会摸鱼，但是如果大家想一起参加什么活动或者举办什么活动管理我会全力相助的！
学校东方群,河北省,,张家口市,张家口市第一中学,,659419097,一中车万结社,快～来～人～啊～ 话说你校车万浓度超高的 大家都很活跃热情 也不会冷群（大概）（张市的其他中学车万众我们也会考虑的）
学校东方群,河北省,,张家口市,河北建筑工程学院,,256388343,河北建筑工程学院东方同好群,建院车万同好聊天群，欢迎大家加入！
学校东方群,河北省,,衡水市,衡水第一中学,,770454427,衡水第一东方学会,来，都可以来（我这有套试卷，饿了你先吃（什））
学校东方群,河北省,,衡水市,衡水市第二中学,,204021850,衡水中学亚文化公社,（风马牛不相及的各路人走到了一起，是因为共同的爱啊）（主要是衡二衡中滴捏）
学校东方群,河北省,,衡水市,河北武邑中学,,739556870,武中车万同好会,武中&宏达&东方的车万人聚集地，欢迎校友来玩
学校东方群,河北省,,石家庄市,石家庄学院,,1058697181,石家庄学院东方project同好群,欢迎石家庄学院以及各地高校的东方厨加入本群
学校东方群,河北省,,保定市,河北软件职业技术学院,,859914752,河北软件～东方众同好会,本群旨在聚集河软本校及周边高校的东方Project爱好者而成立的聊天交流群
学校东方群,河北省,,石家庄,石家庄信息工程职业学院,,1051976055,信工学院守矢财阀会计事务所,石家庄信工学院的群，欢迎大家来玩！
学校东方群,河北省,,沧州市,河北水利电力学院,,828685895,东方非冀北梦～河北火电学院东方Project同好群,河北水利电力学院东方同好群，欢迎本校及周边学校的车车人来玩~
学校东方群,河北省,,邢台,河北机电职业技术学院,,576784469,河北机电—东方众同好会,欢迎加入河北机电职业技术学院东方Project爱好者交流社群！
学校东方群,山西省,,山西省,山西东方高联,,830395537,山西东方高联群,晋高联25年例会《金平糖之旅》5月来袭！欢迎加群
学校东方群,山西省,,太原市,太原理工大学,,674502427,太理东方project群,
学校东方群,山西省,,太原市,山西大学,,815177653,胡志明小道沙袋分道,点击图片加群 欢迎各位SXU的车车人来玩! （什么时候才有新人来(悲)）
学校东方群,山西省,,太原市,中北大学,,469959887,四季与风的境界,从现世的一畔观测幻想之境的美丽
学校东方群,山西省,,太原市,太原科技大学,,868432705,太原科技大学东方交流会,欢迎加入河童重型机械学院！（笑）
学校东方群,山西省,,太原市,太原工业学院,,611151455,爱丽丝和她的机械人偶们,魔理沙暂时没有偷走重要的东西哦
学校东方群,山西省,,太原市,太原学院,,744015956,太原学院东方同好会,金鼎职业技术学院车万群
学校东方群,山西省,,晋中市,山西医科大学,,553505102,永远亭大药房,欢迎来到山医的幻想乡
学校东方群,山西省,,晋中市,山西传媒学院,,750281186,山西传媒学院东方同好会,唱跳rap学院欢迎你（
学校东方群,山西省,,晋中市,晋中学院,,921387234,晋院homo馆,欢迎加入晋院车万大本营
学校东方群,山西省,,阳泉市,山西工程技术学院,,903510287,山西工程技术学院车万群,高考不努力，煤专做兄弟
学校东方群,山西省,,大同市,大同大学,,920188703,同大车万聚集地,欢迎加入同大车万聚集地
学校东方群,山西省,,太原市,山西省实验中学、令德中学：多学校,,291716329,山西省实验中学东方同好例会,矗立在现实与幻想境界线上的红楼
学校东方群,山西省,,长治市,长治市第一中学校,,1157914720,长治一中东方project爱好者,欢迎加群
学校东方群,内蒙古自治区,,呼和浩特市,内蒙古大学,,909717907,秘封俱乐部内大分部~I'MtouhoUer,欢迎内蒙古的车车人加群！
学校东方群,内蒙古自治区,,呼和浩特市,内蒙古农业大学,,716507173,東方農带夢 ~ ⑨'s Perfect Freeze,此群为内农大2025年8月建立的东方project同好群
学校东方群,河南省,,郑州市,郑州大学,,306368041,郑州大学东方爱好者交流群,简介：郑州大学东方群是也。欢迎本校同好或周边院校朋友来玩。群更偏向于郑州大学的东方爱好者，校外组织人员欢迎转步郑州tho群，获取更好的东方群沟通体验。
学校东方群,河南省,,洛阳市,河南科技大学,,366327767,河科大车车酒吧,本群为洛阳市河南科技大学东方Project爱好者交流群，欢迎本校及周边的车车人来玩耍！
学校东方群,河南省,,郑州市,河南工业大学,,742441472,炽夜空天鸟船神社,动漫社没有东方，就像耶路撒冷没有蒂法。
学校东方群,河南省,,郑州市,郑州龙子湖大学城,,1105589411,龙子湖大学东方联合,你好啊，这里是龙子湖大学城东方联合，欢迎龙子湖周边地区乃至全郑州的东方project爱好者加入我们
学校东方群,河南省,,郑州市,河南中医药大学,,612909448,迷途竹林大豫通宝检修,群问题认识哪个写哪个，有过程分（虽然感觉能从thb加的应该还是会的）（点击校徽加群）
学校东方群,河南省,,郑州市,华北水利水电大学,,996932678,🌸氵附属雾之湖幼儿园,⑨刚刚建立，欢迎各位车万人来玩⑨
学校东方群,河南省,,开封市,河南大学,,910593202,触角project,欢迎师专车万人来玩
学校东方群,河南省,,信阳市,信阳师范大学,,892737436,信师车万食堂,欢迎❤🦁车万人来玩
学校东方群,河南省,,周口市,周口师范学院,,526319109,周师幻想乡妖精聚集地,"这里是周师东方众聚集地,因为刚成立人还很少,欢迎周师或者周边地区的东方众加入!!!"
学校东方群,河南省,,新乡市,新乡中学生东方爱好者联合,,982675714,New Yorkの幻想乡,现在由河南师范大学附属中学学生主办，人暂时很少，欢迎各位新乡非新乡的东方爱好者前来加入
学校东方群,河南省,,安阳市,安阳市第一中学、安阳市新一中学、安阳市正一中学、安阳市殷都区正一中学：多学校,,1021256334,NULL,安阳一中集团东方同好社团，一中，新一，正一，殷都正一都可以来玩啊，好缺人的
学校东方群,河南省,,新乡市,河南师范大学,,657695280,旧地狱原子能研究中心,风中绮想无从见，只令人、梦萦魂牵。欢迎来到河南师大东方Project主题群聊
学校东方群,河南省,,焦作市,河南理工大学,,831427055,HPU偷猴同好会,
学校东方群,河南省,,洛阳市,洛阳理工学院,,865284269,洛阳の东方萝莉！,欢迎萝莉和周边同学来玩~
学校东方群,河南省,,郑州市,象湖区域联合,,1064503778,象湖区域联合touhou窝,因为这片人太少了所以给电专扩群了，但是我还没学删群所以先留着（
学校东方群,河南省,,许昌市,许昌学院,,739351332,许昌学院东方同好会,这里是许昌学院东方交流群，欢迎各位爱好者们进群游玩~
学校东方群,河南省,,河南省,河南院校东方联合,,932613661,河南院校东方联合,让东方project在中原地区焕发新的生机！
学校东方群,河南省,,洛阳市,洛阳师范学院,,852065246,洛阳师范学院东方同好群,欢迎大家来洛阳师范学院东方群DE⭐ZE，群里大家都欢迎新人和老资历DE⭐ZE~
学校东方群,河南省,,郑州市,郑州航空工业管理学院,,1012630648,雾之湖登月基地,郑航东方project同好会，欢迎各位东方project爱好者进群交流闲聊～
学校东方群,河南省,,郑州市,河南财经政法大学,,902214736,四季河财通,欢迎河财内外的车车人加入我们（点击头像可加入我们）
学校东方群,辽宁省,,辽宁省,辽宁东方高校联合,,1028845503,辽宁东方高校联合,欢迎大家来玩啊
学校东方群,辽宁省,,沈阳市,东北大学,,850797916,东北东学院,欢迎NEU/NEUQ校友！(点击群头像可快速加入)
学校东方群,辽宁省,,沈阳市,中国医科大学,,428662316,中国医科大学车万总部,校友速来
学校东方群,辽宁省,,沈阳市,辽宁大学,,807785547,辽大车万社团(伪),欢迎LNU各位来玩！
学校东方群,辽宁省,,沈阳市,沈阳农业大学,,887048573,东方山海田园,欢迎所有同好入群。前身为辽宁农业职业技术学院东方社团“东方山海田园”交流群，2020年秋正式建立，2022年夏解散。现于2025年春复建，用作沈阳农业大学东方project同好会交流群。
学校东方群,辽宁省,,沈阳市,沈阳建筑大学,,483230371,沈阳建筑大学东方同好交流群,欢迎所有喜欢东方或者对东方感兴趣的同学加群来玩(〃'▽'〃)
学校东方群,辽宁省,,沈阳市,沈阳航空航天大学,,937870663,沈航幻想乡,沈航幻想乡，欢迎各位同好加群，原则上未经邀请仅允许本校学生加入！（点击图片加入群聊）
学校东方群,辽宁省,,沈阳市,沈阳师范大学,,556832614,沈师车万同好会,欢迎各位沈师同好来玩
学校东方群,辽宁省,,沈阳市,沈阳理工大学,,182420323,沈理晓之风灵东方群,欢迎各位沈理同好加群
学校东方群,辽宁省,,沈阳市,沈阳化工大学,,897475951,东方萃紫社/化大东方同好会,欢迎各位同好入群！
学校东方群,辽宁省,,沈阳市,沈阳大学,,866714874,SYU東方社,欢迎沈大校友同好加群！
学校东方群,辽宁省,,沈阳市,沈阳工程学院,,868816564,沈阳工程学院东方同好群,欢迎沈阳工程学院及其他辽宁高校的车万人哦
学校东方群,辽宁省,,沈阳市,沈阳城市建设学院,,904444054,沈阳城市建设学院车万群,欢迎各位校友及同好加入！
学校东方群,辽宁省,,沈阳市,沈阳科技学院,,1050632574,沈阳科技学院同好会,欢迎沈科同好和外校同好加群
学校东方群,辽宁省,,大连市,大连理工大学,,798790347,大工☆车万研究会,欢迎加入大工东方同好会，群里甚至可以聊东方，非常神奇。（本群为理工车万主群，线下活动和吃喝玩乐优先在此群组织）
学校东方群,辽宁省,,大连市,大连理工大学,,901698775,大工车万同好会,已完成历史使命，喜欢清净的群友也可以来这里
学校东方群,辽宁省,,大连市,大连理工大学,,906828317,大工车万★开发区同好会,欢迎开发区校区同好，其他校区也欢迎
学校东方群,辽宁省,,大连市,大连海事大学,,871605547,海大越共探头,Make DMU 2HOU Great Again!
学校东方群,辽宁省,,大连市,东北财经大学,,1036287031,东财神隐列车站,欢迎各位车万人入群
学校东方群,辽宁省,,大连市,辽宁师范大学,,962912723,辽师车万群五周年双校区互通版,欢迎来到辽师大校友东方群，线下来玩桌游（与大连交大东方群互为友群）
学校东方群,辽宁省,,大连市,大连交通大学,,1159421944,东方梦归乡,欢迎本校校友和兄弟院校朋友一起来畅聊东方～（与辽宁师范大学东方群互为友群）
学校东方群,辽宁省,,大连市,大连海洋大学,,785546035,大连海洋大学车车人聚集地,欢迎校友和喜欢东方的同好哦
学校东方群,辽宁省,,大连市,大连外国语大学,,786913545,大外车万同好会,欢迎各位车万人
学校东方群,辽宁省,,大连市,大连民族大学,,964284353,达里安民族学院东方同好会,大连民族大学东方同好交流群(从金马路到金石滩!)
学校东方群,辽宁省,,大连市,辽宁对外经贸学院,,993871771,辽宁对外经贸学院东方同好会,欢迎本校和外校的同好进群！
学校东方群,辽宁省,,营口市,营口理工学院、辽宁农业职业技术学院、营口职业技术学院,,241392741,营口市车万高校联盟会,营口市东高联于2025.12.29正式成立了！欢迎东方高校同好加入！
学校东方群,辽宁省,,盘锦市,大连理工大学盘锦校区,,962730527,大工车万★盘锦密封幻奏同好会,
学校东方群,辽宁省,,多地点：阜新市、葫芦岛市,辽宁工程技术大学,,443266410,太阳石寺子屋～乌金异变,三个校区的都可以来玩
学校东方群,辽宁省,,大连市,大连市中学生东方同好会,,962493101,大连市中学生东方同好会,大连市中学生东方爱好者的聚集地 欢迎各位初高中生（大学生也可以）进群来玩哦（点击图片加群)
学校东方群,辽宁省,,锦州市,渤海大学,,933318469,东方辽东湾～渤海大学东方同好群,渤海大学距离渤海的距离就像是君士坦丁堡距离伊斯坦布尔的距离。避免各位不知道，渤海大学位于锦州，想当年也当过省会。无论如何，欢迎各位同好来到渤海大学的东方群。（点击图片加入组织）
学校东方群,辽宁省,,沈阳市,沈阳大学（新群）,,1059711017,神带车万同好会,请加入新群
学校东方群,辽宁省,,沈阳市,沈阳城市学院,,974904214,沈阳城市学院东方project同好会,欢迎来自沈阳城市学院的车万人来加！（点击图片加入群聊）
学校东方群,吉林省,,长春市,吉林大学,,716984851,吉林大学东方例会群,夏日中途小憩~吉大东方例会06圆满成功！欢迎吉大新生和车万新人加入
学校东方群,吉林省,,长春市,吉林大学,,378514456,吉大·东方project同好会,这是一个用来互相安利游戏、音乐、图、文、什么的，还有吐槽的吉大东方群
学校东方群,吉林省,,长春市,东北师范大学,,796717319,东方师大传说,欢迎各位同学及附近的同好加入qwq
学校东方群,吉林省,,长春市,长春工程学院,,697546068,工程学院东方校区,欢迎各位同学及附近的同好加入qwq
学校东方群,吉林省,,吉林市,东北电力大学,,927324386,东北电刀东方project交流群,欢迎东北电力大学的车万人加入！
学校东方群,吉林省,,吉林市,吉林电子信息职业技术学院,,319318285,吉电职车万人交流群,
学校东方群,吉林省,,四平市,吉林师范大学,,928024017,吉师大玩东方玩的同好会,欢迎吉师大的车万人加入！
学校东方群,吉林省,,长春市,长春市实验中学,,967866317,长春市实验中学东方project爱好者群,欢迎校友以及有意向报考市实验的朋友们加群
学校东方群,吉林省,,长春,东北师范大学附属中学,,748830046,*东北师大附中东方project交流群*,欢迎各位东北师大附中的车万人加入(*´∀`)
学校东方群,吉林省,,白城市,白城市第一中学、通榆县第一中学：多学校,,789436323,鹤鸣之地，余韵不歇,欢迎各位同学校友及附近的同好加入
学校东方群,吉林省,,四平市,伊通满族自治县第一中学,,728900191,欢迎校友车万人加入,欢迎各位同学及附近的同好加入qwq
学校东方群,吉林省,,长春市,长春大学,,1031610391,长春大学车万同好会,欢迎加入长春大学车万同好会
学校东方群,黑龙江省,,黑龙江省,黑龙江高校,,276880065,黑龙江高校东方东方联盟,欢迎黑龙江各大高校学子和本地其他学生来玩呀
学校东方群,黑龙江省,,哈尔滨市,哈尔滨工业大学,,738129404,哈工大东方交流群,欢迎HITer东方爱好者加入！我们还有深圳、威海校区的同好，详见对应条目。
学校东方群,黑龙江省,,哈尔滨市,哈尔滨工程大学,,867106045,有顶天海洋重工设计部,旧群因不可抗力因素无法继续使用，现已更新群号，欢迎哈尔滨本地其他学校的车车人加入，有线下活动
学校东方群,黑龙江省,,哈尔滨市,东北农业大学,,904407747,東北農業大學·東方同好會,欢迎农大车车人和本地各校同好来玩！
学校东方群,黑龙江省,,哈尔滨市,黑龙江科技大学,,909115496,千年恋语—USTouHou黑科技,欢迎黑科技以及各高校车车人来VAN（PS：群主重度千年组厨）
学校东方群,黑龙江省,,哈尔滨市,哈尔滨医科大学,,925575884,哈医大东方project同好交流会,欢迎哈医大的东方同好进群交流！
学校东方群,黑龙江省,,哈尔滨市,东北林业大学,,959236919,东林东方同好会,一夜之间拔地而起的林带越共群
学校东方群,黑龙江省,,哈尔滨市,黑龙江大学,,739655712,东方黑龙会,欢迎黑大东方众加群来玩
学校东方群,黑龙江省,,哈尔滨市,哈尔滨师范大学,,539766572,哈师大东方同好会,哈师大车万群，绝赞纳新中！欢迎师大学子、校友以及外校的朋友来玩！
学校东方群,黑龙江省,,哈尔滨市,哈尔滨信息工程学院,,915666179,二维喵动漫社东方project同好分部,欢迎哈信息的东方同好进群交流！非本校的人也欢迎进入交流
学校东方群,黑龙江省,,哈尔滨市,哈尔滨市第三中学,,558234317,东方三巡亭~Endless Banquet~,欢迎哈三中的东方同好进群交流！非本校的人也欢迎进入交流
学校东方群,上海市,,上海市,上海高校東方联合会,,949959173,上海高校東方联合会,欢迎各路上海大学生高中生乃至外省市内鬼探子！
学校东方群,上海市,,上海市,复旦大学,,305785855,沸点东方project组,沸点东方project组
学校东方群,上海市,,上海市,上海交通大学,,471319153,东方南堂界遇,上海交通大学东方群表群兼例会游客群，欢迎各位同好加入~
学校东方群,上海市,,上海市,上海交通大学,,686922858,FZ西方文化交流群,上海交通大学里群喵，欢迎各位同学和校友加入~
学校东方群,上海市,,上海市,同济大学,,928225852,幻想乡万有引力,原则上仅允许同济学生进入，欢迎加入✧٩(ˊωˋ*)و✧（点击图片可跳转加群，若无法跳转请搜索群号）
学校东方群,上海市,,上海市,华东师范大学,,833917518,华师东方众交流群,欢迎加入华师东方交流群
学校东方群,上海市,,上海市,华东理工大学,,547764191,华理东方群,群主会不定时开展线下组织观摩幻奏以及逐梦东方圈，欢迎加入
学校东方群,上海市,,上海市,上海财经大学,,591679113,上财东方牌麻薯厂兼老黄单推群,欢迎上财同好加入～
学校东方群,上海市,,上海市,华东政法大学,,2167037234,风依华梦-华政东方闲聊群,华政东方主群哦，华政社群+展会+社团（风依华梦）都在这里！欢迎华政同好和外校同好来玩～
学校东方群,上海市,,上海市,东华大学、松江大学城：多学校,,511594207,东华/松江-东方啤酒馆,（前身东华-东方project同好会）松江大学城东方众交流群
学校东方群,上海市,,上海市,上海大学,,805604480,上海大学东方文化研讨,仅允许上海大学学生进入，少量例外;官方网站sdygroup.xyz
学校东方群,上海市,,上海市,上海理工大学,,910755656,上理东方闲聊群,上理东方闲聊群
学校东方群,上海市,,上海市,上海海洋大学,,586928891,水域东方Project,养老闲聊群，欢迎加入
学校东方群,上海市,,上海市,上海海事大学,,457747541,神曲漫协东方同好会 -上海爱海丝幻乐团,"欢迎来自海大的车万同好~ 我们每周都有小型thp,并且拥有自己的东方同人社团（魔女的秘密会所）"
学校东方群,上海市,,上海市,上海对外经贸大学,,914878315,上外贸越共支部,SUIBE越共收集中
学校东方群,上海市,,上海市,上海电力大学,,513758886,上电地灵殿托卡马克实验室,欢迎本校或外校同学加入
学校东方群,上海市,,上海市,上海师范大学,,459538957,海思路寺子屋,欢迎加入上师大幻乐团（
学校东方群,上海市,,上海市,上海工程技术大学,,974334274,上海工程技术大学东方同好会,欢迎加入上海工程技术大学东方同好会～
学校东方群,上海市,,上海市,上海应用技术大学,,942212061,映姬东方project,欢迎大家加入下面的新群，群号1043620753
学校东方群,上海市,,上海市,上海海关学院,,485846251,2025年关院东方小组招新群,准入人群：关院本校学生
学校东方群,上海市,,上海市,上海政法学院,,490567412,耀月幻想乡,欢迎各位过气车万人（笑）。在这里甚至可以约片、约漫展、约音乐会！（根本抢不到票啊喂！）
学校东方群,上海市,,上海市,上海立信会计金融学院,,698534855,超负荷幻想乡,曾经人很多但现在似乎成为QQ单机版了QAQ，欢迎各位加入make 立信 great again(划掉)
学校东方群,上海市,,上海市,上海电机学院,,993840410,上海电机学院东方project同好会,欢迎各大校园的同志们卧底潜水（是本校生更好了）
